Date,Open,High,Low,Close,Return
1998-12-07,1187.7,1188.96,1176.71,1187.7,0.009270760516780455
1998-12-08,1181.38,1193.53,1172.78,1181.38,-0.005335417117566334
1998-12-09,1183.49,1185.22,1175.89,1183.49,0.0017844537415599758
1998-12-10,1165.02,1183.77,1163.75,1165.02,-0.015729446169770962
1998-12-11,1166.46,1167.89,1153.19,1166.46,0.0012352670261860284
1998-12-14,1141.2,1166.46,1136.89,1141.2,-0.021893180921258488
1998-12-15,1162.83,1162.83,1141.2,1162.83,0.018776348806168575
1998-12-16,1161.94,1166.29,1154.69,1161.94,-0.0007656671786712508
1998-12-17,1179.98,1180.03,1161.94,1179.98,0.015406467196687272
1998-12-18,1188.03,1188.89,1178.27,1188.03,0.006798983965473572
1998-12-21,1202.84,1210.88,1188.03,1202.84,0.012388954169025758
1998-12-22,1203.57,1209.22,1192.72,1203.57,0.0006067129228957783
1998-12-23,1228.54,1229.89,1203.57,1228.54,0.02053433224280288
1998-12-24,1226.27,1229.72,1224.85,1226.27,-0.0018494308292898315
1998-12-28,1225.49,1231.58,1221.17,1225.49,-0.0006362776342832577
1998-12-29,1241.81,1241.86,1220.78,1241.81,0.013229228724756412
1998-12-30,1231.93,1244.93,1231.2,1231.93,-0.007987947427477765
1998-12-31,1229.23,1237.18,1224.96,1229.23,-0.0021940882211275207
1999-01-04,1228.1,1248.81,1219.1,1228.1,-0.0009196974599669527
1999-01-05,1244.78,1246.11,1228.1,1244.78,0.013490547840669578
1999-01-06,1272.34,1272.5,1244.78,1272.34,0.02189891732344024
1999-01-07,1269.73,1272.34,1257.68,1269.73,-0.0020534453552565695
1999-01-08,1275.09,1278.24,1261.82,1275.09,0.004212484911397033
1999-01-11,1263.88,1276.22,1253.34,1263.88,-0.008830409845420906
1999-01-12,1239.51,1264.45,1238.29,1239.51,-0.019470214279204773
1999-01-13,1234.4,1247.75,1205.46,1234.4,-0.004131118163011578
1999-01-14,1212.19,1236.81,1209.54,1212.19,-0.018156381029578336
1999-01-15,1243.26,1243.26,1212.19,1243.26,0.025308320977673323
1999-01-19,1252.0,1253.27,1234.91,1252.0,0.007005310662997625
1999-01-20,1256.62,1274.07,1251.54,1256.62,0.003683304145856697
1999-01-21,1235.16,1256.94,1232.19,1235.16,-0.017225060479432095
1999-01-22,1225.19,1236.41,1217.97,1225.19,-0.008104582333902585
1999-01-25,1233.98,1233.98,1219.4,1233.98,0.007148783885995698
1999-01-26,1252.31,1253.25,1233.98,1252.31,0.014745127966577955
1999-01-27,1243.17,1262.61,1242.82,1243.17,-0.007325276797051548
1999-01-28,1265.37,1266.4,1243.17,1265.37,0.017700000465214038
1999-01-29,1279.64,1280.37,1255.18,1279.64,0.011214218842162478
1999-02-01,1273.0,1283.75,1271.31,1273.0,-0.0052024687980578325
1999-02-02,1261.99,1273.49,1247.56,1261.99,-0.008686479417911936
1999-02-03,1272.07,1276.04,1255.27,1272.07,0.007955654692939282
1999-02-04,1248.49,1272.23,1248.36,1248.49,-0.018710673756216774
1999-02-05,1239.4,1251.86,1232.28,1239.4,-0.00730742954820973
1999-02-08,1243.77,1246.93,1231.98,1243.77,0.003519698217517043
1999-02-09,1216.14,1243.97,1215.63,1216.14,-0.022465181267596106
1999-02-10,1223.55,1226.78,1211.89,1223.55,0.006074560936770897
1999-02-11,1254.04,1254.05,1223.19,1254.04,0.024613870196073705
1999-02-12,1230.13,1254.04,1225.53,1230.13,-0.019250484772305072
1999-02-16,1241.87,1252.17,1230.13,1241.87,0.009498453289402959
1999-02-17,1224.03,1249.31,1220.92,1224.03,-0.014469614552037838
1999-02-18,1237.28,1239.13,1220.7,1237.28,0.01076672828489273
1999-02-19,1239.22,1247.91,1232.03,1239.22,0.0015667275564973525
1999-02-22,1272.14,1272.22,1239.22,1272.14,0.026218372319450817
1999-02-23,1271.18,1280.38,1263.36,1271.18,-0.000754918803447687
1999-02-24,1253.41,1283.84,1251.94,1253.41,-0.014077765875450425
1999-02-25,1245.02,1253.41,1225.01,1245.02,-0.006716243030968107
1999-02-26,1238.33,1246.73,1226.24,1238.33,-0.005387896336720746
1999-03-01,1236.16,1238.7,1221.88,1236.16,-0.0017538972121700046
1999-03-02,1225.5,1248.31,1221.87,1225.5,-0.008660876509749305
1999-03-03,1227.7,1231.63,1216.03,1227.7,0.0017935762186270707
1999-03-04,1246.64,1247.74,1227.7,1246.64,0.015309431950564877
1999-03-05,1275.47,1275.73,1246.64,1275.47,0.02286280597974143
1999-03-08,1282.73,1282.74,1271.58,1282.73,0.0056758810807937725
1999-03-09,1279.84,1293.74,1275.11,1279.84,-0.0022555490973827277
1999-03-10,1286.84,1287.02,1275.16,1286.84,0.005454530642907522
1999-03-11,1297.68,1305.43,1286.84,1297.68,0.008388453998439911
1999-03-12,1294.59,1304.42,1289.17,1294.59,-0.0023840120539177743
1999-03-15,1307.26,1307.47,1291.03,1307.26,0.009739300997244035
1999-03-16,1306.38,1311.11,1302.29,1306.38,-0.0006733903929028289
1999-03-17,1297.82,1306.55,1292.63,1297.82,-0.006574019528935793
1999-03-18,1316.55,1317.62,1294.75,1316.55,0.014328744942889418
1999-03-19,1299.29,1323.82,1298.92,1299.29,-0.01319671729909912
1999-03-22,1297.01,1303.84,1294.26,1297.01,-0.0017563460201846202
1999-03-23,1262.14,1297.01,1257.46,1262.14,-0.027252922414856925
1999-03-24,1268.59,1269.02,1256.43,1268.59,0.0050973544912879315
1999-03-25,1289.99,1290.01,1268.59,1289.99,0.016728418924303337
1999-03-26,1282.8,1289.99,1277.25,1282.8,-0.005589277568687032
1999-03-29,1310.17,1311.76,1282.8,1310.17,0.021111710949036997
1999-03-30,1300.75,1310.17,1295.47,1300.75,-0.00721587859762393
1999-03-31,1286.37,1313.6,1285.87,1286.37,-0.01111672291316979
1999-04-01,1293.72,1294.54,1282.56,1293.72,0.005697491081783838
1999-04-05,1321.12,1321.21,1293.72,1321.12,0.020958072330091386
1999-04-06,1317.89,1326.76,1311.07,1317.89,-0.0024478888771845113
1999-04-07,1326.89,1329.58,1312.59,1326.89,0.006805885359107201
1999-04-08,1343.98,1344.08,1321.6,1343.98,0.012797502868950279
1999-04-09,1348.35,1351.22,1335.24,1348.35,0.0032462616675265014
1999-04-12,1358.64,1358.69,1333.48,1358.64,0.007602576708996392
1999-04-13,1349.82,1362.1,1344.22,1349.82,-0.006512949187051548
1999-04-14,1328.44,1357.24,1326.41,1328.44,-0.01596592874798535
1999-04-15,1322.86,1332.41,1308.38,1322.86,-0.0042092620516841804
1999-04-16,1319.0,1325.03,1311.4,1319.0,-0.0029221856924785297
1999-04-19,1289.48,1340.1,1284.48,1289.48,-0.022634837403747988
1999-04-20,1306.17,1306.3,1284.21,1306.17,0.012860154504924223
1999-04-21,1336.12,1336.12,1301.84,1336.12,0.022670700603774498
1999-04-22,1358.82,1358.84,1336.12,1358.82,0.01684678462543268
1999-04-23,1356.85,1363.65,1348.45,1356.85,-0.0014508392739618885
1999-04-26,1360.04,1363.56,1353.72,1360.04,0.0023482742885498693
1999-04-27,1362.8,1371.56,1356.55,1362.8,0.002027295724525354
1999-04-28,1350.91,1368.62,1348.29,1350.91,-0.008762967366148143
1999-04-29,1342.83,1356.75,1336.81,1342.83,-0.005999112188119601
1999-04-30,1335.18,1351.83,1314.58,1335.18,-0.005713213026464098
1999-05-03,1354.63,1354.63,1329.01,1354.63,0.014462240088678798
1999-05-04,1332.0,1354.64,1330.64,1332.0,-0.016846782194423992
1999-05-05,1347.31,1347.32,1317.44,1347.31,0.011428439885834049
1999-05-06,1332.05,1348.36,1322.56,1332.05,-0.011390903052812283
1999-05-07,1345.0,1345.99,1332.05,1345.0,0.009674904102583289
1999-05-10,1340.3,1352.01,1334.0,1340.3,-0.003500543551488575
1999-05-11,1355.61,1360.0,1340.3,1355.61,0.011358068028554573
1999-05-12,1364.0,1367.36,1333.1,1364.0,0.006170021890401921
1999-05-13,1367.56,1375.98,1364.0,1367.56,0.0026065706157767797
1999-05-14,1337.8,1367.56,1332.63,1337.8,-0.02200165633487641
1999-05-17,1339.49,1339.95,1321.19,1339.49,0.0012624708002978563
1999-05-18,1333.32,1345.44,1323.46,1333.32,-0.004616872100687933
1999-05-19,1344.23,1344.23,1327.05,1344.23,0.00814928601032715
1999-05-20,1338.83,1350.49,1338.83,1338.83,-0.0040252601814510175
1999-05-21,1330.29,1340.88,1326.19,1330.29,-0.006399134652593034
1999-05-24,1306.65,1333.02,1303.53,1306.65,-0.017930353627189987
1999-05-25,1284.4,1317.52,1284.38,1284.4,-0.01717492671765187
1999-05-26,1304.76,1304.85,1278.43,1304.76,0.015727432582299406
1999-05-27,1281.41,1304.76,1277.31,1281.41,-0.018058081658773966
1999-05-28,1301.84,1304.0,1281.41,1301.84,0.01581761421347438
1999-06-01,1294.26,1301.84,1281.44,1294.26,-0.0058395451176784085
1999-06-02,1294.81,1297.1,1277.47,1294.81,0.00042486298807933474
1999-06-03,1299.54,1304.15,1294.2,1299.54,0.0036463894546999104
1999-06-04,1327.75,1327.75,1299.54,1327.75,0.021475424625048825
1999-06-07,1334.52,1336.42,1325.89,1334.52,0.005085896316242334
1999-06-08,1317.33,1334.52,1312.83,1317.33,-0.012964715786676035
1999-06-09,1318.64,1326.01,1314.73,1318.64,0.0009939415910257612
1999-06-10,1302.82,1318.64,1293.28,1302.82,-0.012069756588349518
1999-06-11,1293.64,1311.97,1287.88,1293.64,-0.00707119559041955
1999-06-14,1294.0,1301.99,1292.2,1294.0,0.0002782458165142865
1999-06-15,1301.16,1310.75,1294.0,1301.16,0.005517978211244982
1999-06-16,1330.41,1332.83,1301.16,1330.41,0.022230991114758132
1999-06-17,1339.9,1343.54,1322.75,1339.9,0.007107818907713426
1999-06-18,1342.84,1344.48,1333.52,1342.84,0.0021917898692870716
1999-06-21,1349.0,1349.06,1337.63,1349.0,0.004576803043906252
1999-06-22,1335.88,1351.12,1335.52,1335.88,-0.009773326504536183
1999-06-23,1333.06,1335.88,1322.55,1333.06,-0.0021131992846738085
1999-06-24,1315.78,1333.06,1308.47,1315.78,-0.013047405760568594
1999-06-25,1315.31,1329.13,1312.64,1315.31,-0.000357266383893567
1999-06-28,1331.35,1338.68,1315.31,1331.35,0.012121085733375074
1999-06-29,1351.45,1351.51,1328.4,1351.45,0.014984625094229502
1999-06-30,1372.71,1372.93,1338.78,1372.71,0.015608798042336038
1999-07-01,1380.96,1382.8,1360.8,1380.96,0.00599202132732321
1999-07-02,1391.22,1391.22,1379.57,1391.22,0.007402150543596796
1999-07-06,1388.12,1405.29,1387.08,1388.12,-0.002230746353829258
1999-07-07,1395.86,1395.88,1384.95,1395.86,0.0055603990992208075
1999-07-08,1394.42,1403.25,1386.69,1394.42,-0.0010321545707534655
1999-07-09,1403.28,1403.28,1394.42,1403.28,0.00633379534594233
1999-07-12,1399.1,1406.82,1394.7,1399.1,-0.0029831807962845736
1999-07-13,1393.56,1399.1,1386.84,1393.56,-0.0039675486935734925
1999-07-14,1398.17,1400.05,1386.51,1398.17,0.0033026146441140717
1999-07-15,1409.62,1409.84,1398.17,1409.62,0.00815592581372695
1999-07-16,1418.78,1418.78,1407.07,1418.78,0.006477182877094136
1999-07-19,1407.65,1420.33,1404.56,1407.65,-0.007875700109084864
1999-07-20,1377.1,1407.65,1375.15,1377.1,-0.02194180853843687
1999-07-21,1379.29,1386.66,1372.63,1379.29,0.0015890352677368422
1999-07-22,1360.97,1379.29,1353.98,1360.97,-0.013371193208016646
1999-07-23,1356.94,1367.41,1349.91,1356.94,-0.002965516115996437
1999-07-26,1347.76,1358.61,1346.2,1347.76,-0.006788209598855301
1999-07-27,1362.84,1368.7,1347.76,1362.84,0.011126802613606629
1999-07-28,1365.4,1370.39,1355.57,1365.4,0.0018766682926248852
1999-07-29,1341.03,1365.4,1332.64,1341.03,-0.018009450588083443
1999-07-30,1328.72,1350.87,1328.49,1328.72,-0.009221902605353058
1999-08-02,1328.05,1344.69,1325.21,1328.05,-0.0005043718607207272
1999-08-03,1322.18,1336.13,1314.91,1322.18,-0.00442981144959227
1999-08-04,1305.33,1330.16,1304.5,1305.33,-0.01282600712754874
1999-08-05,1313.71,1313.71,1287.23,1313.71,0.00639931318160471
1999-08-06,1300.29,1316.74,1293.19,1300.29,-0.010267879039738392
1999-08-09,1297.8,1306.68,1295.99,1297.8,-0.001916793307679885
1999-08-10,1281.43,1298.62,1267.73,1281.43,-0.012693881362959144
1999-08-11,1301.93,1301.94,1281.43,1301.93,0.01587113705823989
1999-08-12,1298.16,1313.59,1298.1,1298.16,-0.0028999016510675335
1999-08-13,1327.68,1327.72,1298.16,1327.68,0.022485180913221846
1999-08-16,1330.77,1331.05,1320.51,1330.77,0.0023246639143454395
1999-08-17,1344.16,1344.16,1328.76,1344.16,0.010011560557688561
1999-08-18,1332.84,1344.16,1332.13,1332.84,-0.008457278649508142
1999-08-19,1323.59,1332.84,1315.35,1323.59,-0.0069642621007262335
1999-08-20,1336.61,1336.61,1323.59,1336.61,0.009788815852588194
1999-08-23,1360.22,1360.24,1336.61,1360.22,0.017509893634589973
1999-08-24,1363.5,1373.32,1353.63,1363.5,0.0024084719321624034
1999-08-25,1381.79,1382.84,1359.2,1381.79,0.013324836805536398
1999-08-26,1362.01,1381.79,1361.53,1362.01,-0.014418210264769324
1999-08-27,1348.27,1365.63,1347.35,1348.27,-0.010139260674965992
1999-08-30,1324.02,1350.7,1322.8,1324.02,-0.018149726028400134
1999-08-31,1320.41,1333.27,1306.96,1320.41,-0.0027302687100977034
1999-09-01,1331.07,1331.18,1320.39,1331.07,0.008040835635315536
1999-09-02,1319.11,1331.07,1304.88,1319.11,-0.009025863295733896
1999-09-03,1357.24,1357.74,1319.11,1357.24,0.02849595916650854
1999-09-07,1350.45,1361.35,1349.56,1350.45,-0.005015355696441191
1999-09-08,1344.15,1355.18,1337.37,1344.15,-0.004676027224257288
1999-09-09,1347.66,1347.66,1333.94,1347.66,0.002607912140420254
1999-09-10,1351.66,1357.71,1346.08,1351.66,0.0029637115479909672
1999-09-13,1344.13,1351.66,1341.72,1344.13,-0.005586503090854867
1999-09-14,1336.29,1344.18,1330.61,1336.29,-0.00584984618642721
1999-09-15,1317.97,1347.21,1317.97,1317.97,-0.01380444336631054
1999-09-16,1318.48,1322.51,1299.97,1318.48,0.00038688388276763685
1999-09-17,1335.42,1337.59,1318.48,1335.42,0.01276629117167465
1999-09-20,1335.53,1338.38,1330.61,1335.53,8.236769693336045e-05
1999-09-21,1307.58,1335.53,1301.97,1307.58,-0.02115011625875789
1999-09-22,1310.51,1316.18,1297.81,1310.51,0.0022382738738877138
1999-09-23,1280.41,1315.25,1277.3,1280.41,-0.02323603528509616
1999-09-24,1277.36,1281.17,1263.84,1277.36,-0.0023848910931203106
1999-09-27,1283.31,1295.03,1277.36,1283.31,0.00464722959880126
1999-09-28,1282.2,1285.55,1256.26,1282.2,-0.0008653250770901035
1999-09-29,1268.37,1288.83,1268.16,1268.37,-0.010844741013518011
1999-09-30,1282.71,1291.31,1268.37,1282.71,0.011242415790972985
1999-10-01,1282.81,1283.17,1265.78,1282.81,7.795690546217727e-05
1999-10-04,1304.6,1304.6,1282.81,1304.6,0.016843496125921502
1999-10-05,1301.35,1316.41,1286.44,1301.35,-0.002494293202086783
1999-10-06,1325.4,1325.46,1300.38,1325.4,0.01831211349421786
1999-10-07,1317.64,1328.05,1314.13,1317.64,-0.005872043024418048
1999-10-08,1336.02,1336.61,1311.88,1336.02,0.01385278741471243
1999-10-11,1335.21,1344.26,1324.4,1335.21,-0.0006064622101625637
1999-10-12,1313.04,1335.21,1311.8,1313.04,-0.01674352341057837
1999-10-13,1285.55,1313.04,1282.8,1285.55,-0.02115841710269053
1999-10-14,1283.42,1289.63,1267.62,1283.42,-0.0016582525199512197
1999-10-15,1247.41,1283.42,1245.44,1247.41,-0.028458988066466028
1999-10-18,1254.13,1254.15,1233.7,1254.13,0.005372703346673856
1999-10-19,1261.32,1279.32,1254.13,1261.32,0.005716686542017018
1999-10-20,1289.43,1289.44,1261.32,1289.43,0.022041468618237046
1999-10-21,1283.61,1289.43,1265.61,1283.61,-0.004523839447176586
1999-10-22,1301.65,1308.81,1283.61,1301.65,0.013956269632068736
1999-10-25,1293.63,1301.68,1286.07,1293.63,-0.00618047033778482
1999-10-26,1281.91,1303.46,1281.86,1281.91,-0.009101066880436982
1999-10-27,1296.71,1299.39,1280.48,1296.71,0.011479134200944765
1999-10-28,1342.44,1342.47,1296.71,1342.44,0.03465856623772394
1999-10-29,1362.93,1373.17,1342.44,1362.93,0.015147940430788572
1999-11-01,1354.12,1367.3,1354.05,1354.12,-0.006484997240018796
1999-11-02,1347.74,1369.32,1346.41,1347.74,-0.004722681307054573
1999-11-03,1354.93,1360.33,1347.74,1354.93,0.005320676932191182
1999-11-04,1362.64,1369.41,1354.93,1362.64,0.005674202089576124
1999-11-05,1370.23,1387.48,1362.64,1370.23,0.005554614390718197
1999-11-08,1377.01,1380.78,1365.87,1377.01,0.004935872923370139
1999-11-09,1365.28,1383.81,1361.45,1365.28,-0.008554946078135669
1999-11-10,1373.46,1379.18,1359.98,1373.46,0.00597356764369404
1999-11-11,1381.46,1382.12,1372.19,1381.46,0.005807807476857706
1999-11-12,1396.06,1396.12,1368.54,1396.06,0.01051307243257339
1999-11-15,1394.39,1398.58,1392.28,1394.39,-0.001196939704620414
1999-11-16,1420.07,1420.36,1394.39,1420.07,0.018249122518178087
1999-11-17,1410.71,1423.44,1410.52,1410.71,-0.0066130424202463026
1999-11-18,1424.94,1425.31,1410.71,1424.94,0.010036583818430344
1999-11-19,1422.0,1424.94,1417.54,1422.0,-0.0020653761899554336
1999-11-22,1420.94,1425.0,1412.4,1420.94,-0.0007457069436007805
1999-11-23,1404.64,1423.91,1402.2,1404.64,-0.011537582241686654
1999-11-24,1417.08,1419.68,1399.18,1417.08,0.008817374223291836
1999-11-26,1416.62,1425.25,1416.14,1416.62,-0.00032466386988082947
1999-11-29,1407.83,1416.62,1404.16,1407.83,-0.006224240739181565
1999-11-30,1388.91,1410.59,1386.95,1388.91,-0.013530244953473719
1999-12-01,1397.72,1400.02,1387.48,1397.72,0.006323070772124174
1999-12-02,1409.04,1409.04,1397.72,1409.04,0.008066283813261637
1999-12-03,1433.3,1447.54,1409.04,1433.3,0.01707085650512982
1999-12-06,1423.33,1434.19,1418.25,1423.33,-0.006980281297726508
1999-12-07,1409.17,1426.6,1409.17,1409.17,-0.009998318065393079
1999-12-08,1403.88,1415.65,1403.8,1403.88,-0.0037610467185398137
1999-12-09,1408.11,1408.11,1408.11,1408.11,0.0030085478188783417
1999-12-10,1417.04,1421.58,1405.57,1417.04,0.00632180927795265
1999-12-13,1415.22,1421.51,1410.12,1415.22,-0.0012851929205022533
1999-12-14,1403.17,1418.36,1401.59,1403.17,-0.008551033338004332
1999-12-15,1413.32,1417.4,1396.2,1413.32,0.007207583865294608
1999-12-16,1418.78,1421.88,1408.36,1418.78,0.003855800829472366
1999-12-17,1421.03,1431.13,1418.78,1421.03,0.0015846133866789145
1999-12-20,1418.09,1429.21,1410.97,1418.09,-0.0020710650137233137
1999-12-21,1433.43,1436.45,1414.87,1433.43,0.010759277846351788
1999-12-22,1436.13,1440.22,1429.18,1436.13,0.0018818221586460785
1999-12-23,1458.34,1461.44,1436.13,1458.34,0.015346806783172098
1999-12-27,1457.1,1463.14,1450.73,1457.1,-0.0008506435219187723
1999-12-28,1457.66,1462.68,1452.74,1457.66,0.0003842511952206036
1999-12-29,1463.46,1465.98,1457.66,1463.46,0.003971084804410539
1999-12-30,1464.47,1473.13,1462.6,1464.47,0.000689907231430417
1999-12-31,1469.25,1472.42,1463.41,1469.25,0.0032586642418894855
2000-01-03,1455.22,1478.0,1438.36,1455.22,-0.009594974568009586
2000-01-04,1399.42,1455.22,1397.43,1399.42,-0.039099226875721496
2000-01-05,1402.11,1413.27,1377.68,1402.11,0.0019203798115278359
2000-01-06,1403.45,1411.9,1392.02,1403.45,0.0009552460841297421
2000-01-07,1441.47,1441.47,1400.53,1441.47,0.02672993526267859
2000-01-10,1457.6,1464.36,1441.47,1457.6,0.011127821298329016
2000-01-11,1438.56,1458.85,1434.42,1438.56,-0.013148634269231135
2000-01-12,1432.25,1445.29,1427.32,1432.25,-0.004395978947775581
2000-01-13,1449.68,1454.6,1432.25,1449.68,0.012096208115215201
2000-01-14,1465.15,1473.0,1449.68,1465.15,0.010614783884359819
2000-01-18,1455.14,1465.15,1451.25,1455.14,-0.0068555103802383595
2000-01-19,1455.9,1462.23,1448.65,1455.9,0.0005221501712565401
2000-01-20,1445.57,1465.56,1438.56,1445.57,-0.007120558645266682
2000-01-21,1441.36,1452.75,1439.54,1441.36,-0.002916595126568967
2000-01-24,1401.53,1454.25,1395.42,1401.53,-0.028022615294881394
2000-01-25,1410.03,1414.26,1388.49,1410.03,0.006046483729051793
2000-01-26,1404.09,1412.53,1400.14,1404.09,-0.004221574646237659
2000-01-27,1398.56,1418.95,1380.54,1398.56,-0.003946270263199617
2000-01-28,1360.16,1398.56,1356.14,1360.16,-0.027840795963128967
2000-01-31,1394.46,1394.48,1350.14,1394.46,0.024904903670926997
2000-02-01,1409.28,1412.59,1384.75,1409.28,0.010571692114229847
2000-02-02,1409.12,1420.53,1403.2,1409.12,-0.0001135395970565019
2000-02-03,1424.97,1426.06,1398.54,1424.97,0.011185364792412934
2000-02-04,1424.37,1436.01,1420.53,1424.37,-0.0004211501673149076
2000-02-07,1424.24,1427.23,1413.33,1424.24,-9.127258564011562e-05
2000-02-08,1441.72,1442.02,1424.24,1441.72,0.0121985071366468
2000-02-09,1411.7,1444.38,1411.64,1411.7,-0.02104219334309998
2000-02-10,1416.83,1422.01,1406.37,1416.83,0.003627329831989955
2000-02-11,1387.12,1416.95,1379.15,1387.12,-0.021192326485726515
2000-02-14,1389.94,1394.55,1380.62,1389.94,0.002030925489038545
2000-02-15,1402.05,1407.81,1376.21,1402.05,0.008674870571246085
2000-02-16,1387.67,1404.72,1385.58,1387.67,-0.010309369658861213
2000-02-17,1388.26,1399.83,1380.07,1388.26,0.00042508277145605693
2000-02-18,1346.09,1388.26,1345.29,1346.09,-0.030847070655427272
2000-02-22,1352.17,1358.11,1331.97,1352.17,0.004506615589443625
2000-02-23,1360.69,1370.12,1342.42,1360.69,0.0062812146679728995
2000-02-24,1353.43,1364.49,1329.9,1353.43,-0.005349813063087968
2000-02-25,1333.36,1362.12,1329.12,1333.36,-0.01494003871427774
2000-02-28,1348.05,1360.82,1325.02,1348.05,0.010957031538571586
2000-02-29,1366.42,1369.51,1348.05,1366.42,0.013535077157035507
2000-03-01,1379.19,1383.0,1366.42,1379.19,0.009302189373569263
2000-03-02,1381.76,1386.91,1370.32,1381.76,0.001861678583291025
2000-03-03,1409.17,1410.88,1381.76,1409.17,0.01964282967966254
2000-03-06,1391.28,1409.81,1384.79,1391.28,-0.012776691866463252
2000-03-07,1355.62,1399.57,1349.6,1355.62,-0.025965272460888884
2000-03-08,1366.7,1373.59,1346.5,1366.7,0.008140160732056598
2000-03-09,1401.69,1401.82,1357.85,1401.69,0.02527957647861595
2000-03-10,1395.07,1413.38,1392.07,1395.07,-0.004734058241369802
2000-03-13,1383.62,1398.45,1365.31,1383.62,-0.008241340204649962
2000-03-14,1359.15,1395.33,1359.14,1359.15,-0.01784374866717164
2000-03-15,1392.15,1397.99,1356.99,1392.15,0.023989810373332258
2000-03-16,1458.47,1458.47,1392.15,1458.47,0.04653862630889853
2000-03-17,1464.47,1476.64,1453.2,1464.47,0.004105461232460199
2000-03-20,1456.63,1470.23,1448.43,1456.63,-0.005367853770868713
2000-03-21,1493.87,1493.93,1446.04,1493.87,0.02524451970119114
2000-03-22,1500.64,1505.04,1487.4,1500.64,0.004521615579435624
2000-03-23,1527.35,1532.13,1493.76,1527.35,0.017642523790550653
2000-03-24,1527.46,1553.11,1516.85,1527.46,7.201757231894197e-05
2000-03-27,1523.86,1534.66,1518.62,1523.86,-0.0023596356136780785
2000-03-28,1507.73,1527.2,1507.2,1507.73,-0.010641381065242726
2000-03-29,1508.52,1521.36,1497.32,1508.52,0.000523829270162905
2000-03-30,1487.92,1517.43,1474.63,1487.92,-0.013749866207868553
2000-03-31,1498.58,1519.77,1484.53,1498.58,0.00713882154487963
2000-04-03,1505.97,1507.08,1487.09,1505.97,0.00491921579095064
2000-04-04,1494.73,1526.22,1417.22,1494.73,-0.007491620335109972
